trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
150,False,"{'a': 0.7, 'e': 0.22313016014842982}",20,9,-26.20733467908828,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
151,False,"{'a': 0.7, 'e': 0.2209099779593782}",20,6,14.357129242386605,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.7, 'e': 0.21871188695221475}",20,8,20.7536634216803,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.7, 'e': 0.21653566731600707}",25,20,8.326210947165029,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.7, 'e': 0.21438110142697794}",20,0,11.301036965763858,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
155,False,"{'a': 0.7, 'e': 0.21224797382674304}",25,4,-16.063439208482492,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
156,False,"{'a': 0.7, 'e': 0.21013607120076472}",25,0,-14.919774946684676,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
157,False,"{'a': 0.7, 'e': 0.20804518235702046}",30,8,-24.052233838810093,"{0: 18, 1: 3, 2: 0, 3: 0, 4: 1}",1
158,False,"{'a': 0.7, 'e': 0.20597509820488344}",25,7,33.450957351919804,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.7, 'e': 0.20392561173421342}",20,13,11.394636819283013,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.7, 'e': 0.20189651799465538}",30,19,11.267594565427444,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
161,False,"{'a': 0.7, 'e': 0.1998876140751445}",30,12,21.287208668246983,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.7, 'e': 0.19789869908361465}",30,24,10.339075503979577,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.7, 'e': 0.19592957412690934}",20,9,11.896481921875885,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.7, 'e': 0.19398004229089189}",20,1,22.023844071827458,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.7, 'e': 0.19204990862075408}",20,0,-10.101485849599673,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
166,False,"{'a': 0.7, 'e': 0.1901389801015205}",20,13,16.78818256338512,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.7, 'e': 0.1882470656387468}",25,7,-19.969791852243045,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
168,False,"{'a': 0.7, 'e': 0.18637397603940997}",25,0,19.317714684669607,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
169,False,"{'a': 0.7, 'e': 0.18451952399298926}",20,9,-22.20785019958852,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
170,False,"{'a': 0.7, 'e': 0.18268352405273466}",25,7,-1.2748049927057723,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
171,False,"{'a': 0.7, 'e': 0.1808657926171221}",25,15,12.015358350840653,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.7, 'e': 0.17906614791149322}",25,0,41.57345899810507,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
173,False,"{'a': 0.7, 'e': 0.17728440996987782}",25,13,15.877119892425831,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.7, 'e': 0.17552040061699686}",25,3,13.536508967855854,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
175,False,"{'a': 0.7, 'e': 0.17377394345044514}",25,0,2.9457144594947593,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
176,False,"{'a': 0.7, 'e': 0.17204486382305054}",30,15,-28.540318533932943,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
177,False,"{'a': 0.7, 'e': 0.17033298882540943}",25,0,29.711724277553394,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
178,False,"{'a': 0.7, 'e': 0.1686381472685955}",30,16,12.039994498849463,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.7, 'e': 0.1669601696670407}",20,10,4.321249639519685,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.7, 'e': 0.16529888822158653}",20,0,28.94309307440235,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.7, 'e': 0.16365413680270405}",20,0,35.35785756506896,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
